client_id,activity_date,total_orders,total_revenue,avg_order_value,return_rate,days_since_last_order,product_categories_used,device_type,has_app_installed,email_open_rate,discount_usage_pct,reviews_written,country,churned
E006346,2026-05-10,10,189.39,18.94,0.071,20.0,2,desktop,False,0.205,0.288,0,Other,0
E006347,2026-05-06,8,930.75,116.34,0.108,24.0,1,tablet,False,0.253,0.329,0,US,1
E006348,2026-05-01,8,383.75,47.97,0.515,29.0,7,desktop,True,0.351,0.013,0,US,0
E006349,2026-05-10,13,1217.74,93.67,0.091,61.01006023103718,2,mobile,False,0.088,0.294,3,Other,1
E006350,2026-05-04,10,463.35,46.34,0.13,26.0,8,desktop,False,0.507,0.382,1,US,0
E006351,2026-05-04,10,1725.83,172.58,0.103,26.0,5,desktop,True,0.123,0.451,0,US,1
E006352,2026-05-09,4,211.51,52.88,0.327,21.0,5,tablet,True,0.464,0.343,1,US,0
E006353,2026-05-13,9,251.04,27.89,0.302,17.0,2,desktop,True,0.35,0.328,0,US,0
E006354,2026-05-11,5,334.42,66.88,0.077,19.0,7,mobile,False,0.223,0.078,0,US,0
E006355,2026-04-29,11,540.0,49.09,0.431,141.26851573562448,4,mobile,False,0.895,0.394,1,UK,1
E006356,2026-04-30,5,101.87,20.37,0.107,30.0,4,mobile,True,0.343,0.426,1,DE,0
E006357,2026-05-15,8,195.58,24.45,0.052,15.0,7,mobile,False,0.298,0.096,3,IN,0
E006358,2026-04-29,6,288.17,48.03,0.117,31.0,5,tablet,False,,0.151,0,US,0
E006359,2026-05-04,9,1088.84,120.98,0.099,26.0,4,mobile,True,0.648,0.128,1,IN,1
E006360,2026-05-04,2,62.98,31.49,0.011,26.0,1,mobile,False,0.191,0.52,0,DE,1
E006361,2026-05-07,4,381.72,95.43,0.07,23.0,6,mobile,True,0.244,0.241,3,BR,0
E006362,2026-05-01,6,241.19,40.2,0.7503082920735852,29.0,3,desktop,True,0.531,0.103,0,BR,0
E006363,2026-05-06,8,1010.72,126.34,0.246,24.0,4,mobile,False,0.301,0.058,3,Other,1
E006364,2026-05-06,6,1095.47,182.58,0.001,24.0,4,mobile,True,0.306,0.265,1,US,1
E006365,2026-05-09,6,319.2,53.2,0.021,21.0,2,desktop,False,0.563,0.315,0,DE,1
E006366,2026-05-07,9,269.7,29.97,0.137,23.0,4,mobile,False,0.104,0.446,2,Other,1
E006367,2026-05-13,6,177.83,29.64,0.134,17.0,3,mobile,True,0.626,0.339,1,BR,1
E006368,2026-04-28,8,773.44,96.68,0.106,32.0,1,mobile,False,0.551,0.382,0,US,1
E006369,2026-05-09,8,192.43,24.05,0.039,21.0,3,desktop,True,0.182,0.299,2,DE,0
E006370,2026-05-09,9,124.66,13.85,0.115,21.0,6,desktop,False,0.394,0.01,1,IN,0
E006371,2026-05-05,10,1092.49,109.25,0.153,25.0,4,desktop,False,0.526,0.281,2,US,0
E006372,2026-05-11,2,50.32,25.16,,19.0,2,mobile,False,0.555,0.238,0,FR,1
E006373,2026-05-08,11,196.91,17.9,0.056,22.0,5,tablet,False,0.38,0.213,0,IN,0
E006374,2026-05-11,12,317.22,26.43,0.296,19.0,3,desktop,True,0.14,0.202,0,DE,0
E006375,2026-04-27,10,396.92,39.69,0.027,33.0,5,mobile,True,,0.329,1,US,1
E006376,2026-04-29,9,173.7,19.3,0.263,31.0,3,mobile,False,0.687,0.727,0,DE,1
E006377,2026-05-10,9,186.36,20.71,0.027,20.0,3,mobile,False,0.464,0.434,1,DE,0
E006378,2026-05-03,6,327.32,54.55,0.01,27.0,6,desktop,False,0.406,0.732,0,UK,0
E006379,2026-05-05,9,285.96,31.77,0.277,25.0,3,mobile,False,0.28,0.087,1,FR,0
E006380,2026-05-03,4,252.32,63.08,0.049,27.0,2,mobile,True,0.261,0.329,0,UK,1
E006381,2026-05-04,4,281.88,70.47,0.421,26.0,3,desktop,False,0.307,0.285,2,IN,0
E006382,2026-05-05,9,271.63,30.18,0.032,25.0,5,desktop,False,0.321,0.308,1,IN,1
E006383,2026-05-14,12,491.49,40.96,0.098,,4,desktop,False,0.746,0.009,0,IN,0
E006384,2026-04-25,9,735.12,81.68,0.128,35.0,5,desktop,True,0.329,0.418,1,DE,1
E006385,2026-05-09,3,319.21,106.4,0.018,21.0,3,mobile,False,0.409,0.352,1,US,0
E006386,2026-04-30,6,50.42,8.4,0.486,30.0,5,desktop,False,0.628,0.393,0,BR,1
E006387,2026-05-04,7,113.79,16.26,0.024,26.0,3,mobile,True,0.692,0.207,1,US,1
E006388,2026-05-08,10,526.36,52.64,0.099,22.0,5,mobile,True,0.097,0.181,0,UK,1
E006389,2026-05-08,7,326.93,46.7,0.149,22.0,5,tablet,False,0.312,0.401,3,US,1
E006390,2026-04-30,11,412.27,37.48,0.328,30.0,5,mobile,False,0.381,0.185,0,DE,1
E006391,2026-04-30,7,245.29,35.04,0.177,30.0,4,mobile,False,0.774,0.358,1,FR,1
E006392,2026-04-30,10,260.83,26.08,0.173,30.0,4,desktop,False,0.584,0.123,3,UK,0
E006393,2026-05-05,6,791.45,131.91,0.142,25.0,3,mobile,True,0.447,0.489,0,UK,0
E006394,2026-05-01,8,176.93,22.12,0.118,29.0,5,mobile,True,0.557,0.276,2,US,0
E006395,2026-05-08,5,213.46,42.69,0.181,,3,desktop,False,0.66,0.417,0,US,0
E006396,2026-05-06,5,214.43,42.89,0.063,24.0,4,desktop,True,0.275,0.187,3,UK,1
E006397,2026-04-22,7,591.28,84.47,0.282,38.0,3,desktop,True,0.415,0.591,1,IN,1
E006398,2026-05-05,7,542.07,77.44,0.04,25.0,9,mobile,False,0.465,0.509,1,Other,1
E006399,2026-05-08,2,91.29,45.65,0.074,22.0,5,desktop,True,0.473,0.122,0,Other,0
E006400,2026-05-01,5,192.52,38.5,0.047,29.0,2,desktop,True,0.416,0.411,1,US,0
E006401,2026-05-15,9,210.48,23.39,0.142,15.0,3,mobile,True,0.51,0.423,0,US,0
E006402,2026-05-04,3,323.61,107.87,0.142,26.0,4,mobile,True,0.46,0.118,1,UK,1
E006403,2026-05-01,7,92.49,13.21,0.054,29.0,6,mobile,True,0.312,0.225,2,FR,0
E006404,2026-05-09,10,225.43,22.54,0.051,21.0,3,mobile,True,0.322,0.296,1,BR,1
E006405,2026-05-07,8,682.57,85.32,0.221,23.0,3,mobile,False,0.311,0.575,3,IN,0
E006406,2026-05-06,6,135.62,22.6,0.214,24.0,4,desktop,False,0.666,0.409,0,UK,1
E006407,2026-05-01,7,501.02,71.57,0.169,,5,tablet,False,0.701,0.189,1,DE,1
E006408,2026-05-04,10,1183.38,118.34,0.233,26.0,3,mobile,True,0.387,0.489,1,Other,0
E006409,2026-05-09,14,1465.48,104.68,0.036,21.0,5,desktop,True,0.435,0.392,1,US,0
E006410,2026-05-11,8,228.54,28.57,0.09,19.0,1,mobile,False,0.534,0.086,0,IN,0
E006411,2026-05-04,8,277.82,34.73,0.119,26.0,5,mobile,False,0.399,0.282,2,BR,0
E006412,2026-05-04,9,196.44,21.83,0.524,26.0,4,desktop,False,0.491,0.406,1,US,1
E006413,2026-05-07,11,557.83,50.71,0.134,23.0,3,mobile,True,0.596,0.479,0,Other,0
E006414,2026-05-06,8,1155.1,144.39,0.128,24.0,3,tablet,False,0.466,0.43,1,IN,0
E006415,2026-05-04,8,371.79,46.47,0.199,26.0,3,mobile,False,,0.103,1,BR,1
E006416,2026-04-29,7,318.86,45.55,0.075,31.0,6,mobile,True,0.569,0.458,3,US,0
E006417,2026-05-01,10,501.67,50.17,0.5047827174538962,29.0,5,mobile,False,0.537,0.07,0,US,1
E006418,2026-04-26,5,210.46,42.09,0.23,34.0,4,mobile,True,0.699,0.107,1,FR,0
E006419,2026-05-03,6,421.59,70.26,0.101,27.0,1,desktop,False,0.586,0.201,1,US,0
E006420,2026-05-04,12,188.94,15.74,0.036,26.0,2,desktop,True,0.491,0.428,0,US,1
E006421,2026-05-05,8,400.16,50.02,0.155,25.0,4,mobile,False,0.183,0.37,2,UK,1
E006422,2026-05-08,6,440.57,73.43,0.055,22.0,5,mobile,False,,0.215,1,US,0
E006423,2026-05-12,13,1209.6,93.05,0.197,18.0,9,desktop,False,0.285,0.615,1,BR,1
E006424,2026-04-29,1,129.53,129.53,0.094,31.0,5,desktop,False,0.519,0.417,1,DE,1
E006425,2026-05-07,6,161.38,26.9,0.156,23.0,8,mobile,True,0.524,0.313,2,US,0
E006426,2026-05-10,6,144.63,24.1,0.226,,1,mobile,False,0.387,0.31,2,DE,0
E006427,2026-05-06,8,1595.5954745125423,34.46,0.008,24.0,4,mobile,False,0.367,0.108,2,US,0
E006428,2026-05-08,7,551.27,78.75,0.268,22.0,4,mobile,False,0.568,0.312,0,US,0
E006429,2026-05-12,8,136.1,17.01,0.042,18.0,3,mobile,False,0.419,0.361,1,UK,0
E006430,2026-05-13,2,106.07,53.04,0.073,17.0,6,mobile,False,0.634,0.38,2,UK,1
E006431,2026-04-29,6,326.23,54.37,0.087,31.0,8,mobile,False,0.142,0.336,1,US,1
E006432,2026-05-10,8,244.02,30.5,0.317,20.0,7,mobile,False,0.346,0.682,1,FR,1
E006433,2026-05-15,11,844.19,76.74,0.038,15.0,3,mobile,False,0.181,0.534,1,US,0
E006434,2026-04-29,4,71.29,17.82,0.089,31.0,5,tablet,False,0.367,0.249,0,DE,1
E006435,2026-05-06,7,830.9,118.7,0.057,24.0,5,desktop,False,0.463,0.179,0,US,1
E006436,2026-05-07,11,767.26,69.75,0.198,23.0,4,mobile,False,0.553,0.113,0,BR,1
E006437,2026-05-06,8,308.96,38.62,0.116,24.0,5,mobile,True,0.382,0.184,0,DE,0
E006438,2026-05-02,4,73.46,18.37,0.13,28.0,7,mobile,True,0.519,0.13,1,US,1
E006439,2026-04-29,4,177.95,44.49,0.259,31.0,4,desktop,False,0.197,0.667,1,FR,0
E006440,2026-05-06,12,822.18,68.52,0.018,24.0,4,desktop,False,0.334,0.154,0,IN,1
E006441,2026-05-01,4,124.02,31.0,0.436,29.0,3,mobile,False,,0.26,1,US,1
E006442,2026-04-28,11,129.6,11.78,0.141,32.0,5,tablet,False,0.426,0.191,2,DE,0
E006443,2026-05-10,3,75.82,25.27,0.062,20.0,2,desktop,True,0.452,0.382,3,IN,0
E006444,2026-05-09,13,3414.59,262.66,0.199,21.0,2,desktop,True,0.462,0.542,2,US,0
E006445,2026-05-10,7,424.6,60.66,0.024,20.0,4,mobile,True,0.242,0.156,3,Other,0
E006446,2026-04-21,8,,36.98,0.015,39.0,6,mobile,True,0.366,0.453,0,UK,0
E006447,2026-05-05,8,2170.06,271.26,0.328,25.0,4,desktop,False,0.177,0.044,0,BR,1
E006448,2026-04-29,6,523.71,87.28,0.171,31.0,4,mobile,False,0.438,0.306,2,Other,1
E006449,2026-05-02,5,788.51,157.7,0.414,28.0,5,desktop,False,0.727,0.055,0,Other,1
E006450,2026-04-25,7,411.63,58.8,0.327,35.0,3,desktop,True,0.579,0.235,2,DE,0
E006451,2026-05-07,12,1042.17,86.85,0.118,23.0,3,mobile,False,0.66,0.054,2,BR,0
E006452,2026-05-12,12,635.32,52.94,0.173,18.0,5,mobile,False,0.477,0.138,2,US,1
E006453,2026-05-07,9,235.27,26.14,0.041,23.0,4,mobile,True,0.784,0.119,1,US,0
E006454,2026-05-11,9,370.72,41.19,0.013,19.0,1,mobile,False,0.466,0.366,0,IN,0
E006455,2026-05-05,6,295.0,49.17,0.188,25.0,6,desktop,False,0.628,0.265,1,US,1
E006456,2026-04-26,10,427.22,42.72,0.148,34.0,4,desktop,True,,0.405,0,IN,0
E006457,2026-05-03,11,309.74,28.16,0.141,27.0,3,mobile,False,0.355,0.368,0,US,1
E006458,2026-04-28,8,299.76,37.47,0.058,32.0,6,desktop,True,0.846,0.055,1,US,1
E006459,2026-05-01,6,203.9,33.98,0.131,29.0,4,mobile,True,0.568,0.424,1,US,0
E006460,2026-05-08,12,387.01,32.25,0.376,22.0,2,desktop,True,,0.181,0,DE,0
E006461,2026-05-12,9,1072.65,119.18,0.146,18.0,1,mobile,True,0.548,0.031,0,US,0
E006462,2026-04-25,8,441.06,55.13,0.044,35.0,3,desktop,False,0.294,0.331,2,US,0
E006463,2026-05-05,2,110.62803840186238,17.89,0.065,25.0,5,desktop,True,0.308,0.129,0,Other,0
E006464,2026-05-04,4,67.84,16.96,0.312,26.0,6,mobile,False,0.633,0.17,0,IN,1
E006465,2026-04-26,7,241.13,34.45,0.104,34.0,1,desktop,False,0.483,0.695,1,BR,1
E006466,2026-05-06,8,188.98,23.62,0.251,24.0,4,desktop,False,0.573,0.205,0,US,0
E006467,2026-05-10,4,152.12,38.03,0.3765678417271472,20.0,2,mobile,True,0.181,0.081,0,US,0
E006468,2026-05-03,9,1583.85,175.98,0.155,27.0,3,desktop,True,0.486,0.115,1,FR,0
E006469,2026-05-09,9,244.86,27.21,0.171,21.0,4,tablet,False,0.202,0.288,2,US,0
E006470,2026-05-02,7,156.55,22.36,0.12,28.0,4,desktop,True,0.312,0.406,0,UK,1
E006471,2026-04-29,9,524.89,58.32,0.014,31.0,5,mobile,True,0.545,0.448,0,Other,0
E006472,2026-05-07,4,104.86,26.22,0.185,23.0,3,desktop,False,0.184,0.628,3,US,0
E006473,2026-05-07,5,60.53,12.11,0.149,23.0,6,tablet,False,0.44,0.318,0,Other,1
E006474,2026-05-05,3,110.1,36.7,0.266,25.0,3,desktop,True,0.504,0.193,2,US,0
E006475,2026-05-13,4,58.81,14.7,0.157,17.0,5,mobile,True,0.234,0.551,0,US,1
E006476,2026-04-30,5,120.2,24.04,0.181,30.0,5,mobile,False,0.348,0.308,1,US,1
E006477,2026-05-02,7,408.96,58.42,0.23,28.0,4,desktop,False,0.197,0.573,1,Other,1
E006478,2026-05-03,5,84.5,16.9,0.296,27.0,5,mobile,False,0.173,0.154,4,DE,1
E006479,2026-04-28,11,981.69,89.24,0.523,32.0,4,mobile,False,0.657,0.443,1,BR,1
E006480,2026-05-01,6,237.43,39.57,0.075,29.0,7,mobile,False,0.45,0.111,2,US,1
E006481,2026-05-07,13,1817.93,139.84,0.128,23.0,2,desktop,True,0.461,0.61,0,IN,0
E006482,2026-05-11,9,428.51,47.61,0.194,19.0,3,mobile,False,0.309,0.14,2,DE,0
E006483,2026-05-07,5,208.66,41.73,,23.0,3,desktop,True,0.55,0.276,1,DE,0
E006484,2026-05-01,13,629.74,48.44,0.047,29.0,3,desktop,False,0.635,0.399,1,BR,0
E006485,2026-05-05,9,612.66,68.07,0.427,25.0,4,tablet,True,0.899,0.254,0,BR,0
E006486,2026-05-09,9,1099.19,122.13,0.143,21.0,4,desktop,False,0.235,0.161,0,FR,0
E006487,2026-05-10,7,158.99,22.71,0.189,20.0,7,mobile,False,0.275,0.155,3,US,1
E006488,2026-05-07,11,516.96,47.0,0.069,23.0,4,desktop,False,0.373,0.744,2,IN,0
E006489,2026-05-08,5,219.22,43.84,0.333,22.0,3,mobile,False,0.63,0.53,0,US,1
E006490,2026-05-10,11,1161.22,105.57,0.086,20.0,3,tablet,False,0.44,0.21,0,Other,0
E006491,2026-05-13,9,489.88,54.43,0.151,17.0,5,mobile,False,0.807,0.103,0,US,1
E006492,2026-05-09,10,250.98,25.1,0.167,21.0,1,desktop,False,0.36,0.526,0,US,0
E006493,2026-05-06,0,0.0,48.44,0.028,24.0,3,desktop,False,0.406,0.095,1,US,0
E006494,2026-05-09,3,48.09,16.03,0.046,21.0,1,mobile,False,0.638,0.41,2,DE,0
E006495,2026-05-09,5,680.09,136.02,0.1,21.0,4,desktop,False,0.637,0.559,1,US,0
E006496,2026-05-07,8,237.95,29.74,0.068,23.0,2,mobile,True,0.576,0.457,0,IN,0
E006497,2026-05-01,5,99.56,19.91,0.035,29.0,6,mobile,False,0.408,0.268,1,FR,1
E006498,2026-05-07,7,569.67,81.38,0.096,23.0,6,mobile,True,0.478,0.309,0,US,0
E006499,2026-05-06,12,820.98,68.42,0.321,24.0,3,mobile,False,0.657,0.366,2,DE,1
E006500,2026-05-11,8,1439.55,179.94,0.133,19.0,7,desktop,True,0.47,0.343,1,IN,0
E006501,2026-05-05,12,,53.32,0.247,25.0,7,tablet,False,0.097,0.378,3,Other,0
E006502,2026-04-23,13,884.06,68.0,0.297,37.0,2,mobile,True,0.462,0.306,1,US,1
E006503,2026-05-10,6,390.63,65.1,0.15,20.0,7,desktop,False,0.594,0.549,0,Other,0
E006504,2026-05-03,11,374.27,34.02,0.211,27.0,4,desktop,True,0.163,0.136,0,US,1
E006505,2026-05-02,3,121.16,40.39,0.013,28.0,5,desktop,False,0.75,0.227,1,FR,0
E006506,2026-05-08,11,1126.56,102.41,0.017,22.0,5,mobile,True,0.188,0.068,0,IN,0
E006507,2026-05-09,1,26.51,26.51,0.235,21.0,3,tablet,False,0.196,0.154,0,UK,0
E006508,2026-05-09,12,580.64,48.39,0.175,21.0,4,mobile,True,0.227,0.283,1,US,0
E006509,2026-05-01,8,78.81,9.85,0.154,29.0,3,desktop,False,0.463,0.212,1,FR,1
E006510,2026-05-04,5,361.91,72.38,0.049,26.0,2,desktop,True,0.719,0.316,0,US,0
E006511,2026-05-06,10,739.78,73.98,,24.0,2,desktop,False,0.807,0.047,0,US,1
E006512,2026-05-06,10,1325.41,132.54,0.256,24.0,4,mobile,True,0.496,0.347,0,US,0
E006513,2026-04-30,7,397.3,56.76,0.019,30.0,4,mobile,True,0.113,0.49,2,BR,0
E006514,2026-04-28,12,277.4,23.12,0.022,32.0,3,desktop,True,0.432,0.192,1,US,1
E006515,2026-05-11,6,311.44,51.91,0.081,19.0,3,mobile,False,0.255,0.314,0,UK,0
E006516,2026-05-09,6,1875.49,312.58,0.227,21.0,5,mobile,True,0.44,0.584,2,Other,0
E006517,2026-05-02,4,69.99,17.5,0.217,28.0,3,desktop,False,0.769,0.4,1,BR,0
E006518,2026-05-11,14,698.42,49.89,0.9933652092520138,19.0,7,desktop,False,0.36,0.114,2,DE,0
E006519,2026-05-14,7,98.74,14.11,0.226,16.0,3,mobile,False,0.165,0.428,1,DE,0
E006520,2026-05-09,11,1305.48,118.68,0.333,21.0,4,mobile,True,0.217,0.185,2,US,1
E006521,2026-04-26,14,525.69,37.55,0.055,34.0,7,tablet,True,0.242,0.198,1,UK,1
E006522,2026-05-06,5,400.73,80.15,0.089,24.0,4,mobile,False,0.337,0.115,1,US,0
E006523,2026-05-02,7,111.27,15.9,0.219,28.0,5,mobile,False,,0.723,0,US,0
E006524,2026-05-10,3,115.66,38.55,0.067,20.0,3,mobile,False,0.325,0.339,1,US,1
E006525,2026-05-06,13,132.94,10.23,0.196,24.0,3,mobile,False,0.1,0.073,0,DE,0
E006526,2026-05-04,11,301.04,27.37,0.071,26.0,5,tablet,True,0.692,0.661,1,US,0
E006527,2026-05-10,8,548.83,68.6,0.01,20.0,4,mobile,False,0.598,0.227,1,US,0
E006528,2026-05-06,4,81.24,20.31,0.218,24.0,4,mobile,False,0.414,0.442,1,IN,1
E006529,2026-05-06,6,701.07,116.85,0.088,24.0,9,mobile,False,0.549,0.205,2,US,1
E006530,2026-05-06,6,156.27,26.04,0.288,24.0,3,mobile,False,0.546,0.071,1,BR,1
E006531,2026-05-01,5,165.08,33.02,0.17,29.0,5,mobile,True,0.237,0.262,2,UK,0
E006532,2026-05-01,7,150.96,21.57,0.05,230.52224370962148,3,tablet,False,0.657,0.195,0,DE,1
E006533,2026-05-09,6,912.98,152.16,0.078,21.0,4,desktop,False,0.212,0.651,0,US,0
E006534,2026-05-05,5,53.24,10.65,0.166,25.0,5,mobile,True,0.135,0.083,3,US,0
E006535,2026-04-25,15,825.63,55.04,0.386,35.0,2,mobile,False,0.159,0.336,1,IN,1
E006536,2026-05-11,9,355.55,39.51,0.178,,3,mobile,False,,0.238,1,UK,0
E006537,2026-05-08,8,1132.73,141.59,0.063,22.0,3,mobile,True,0.696,0.473,1,US,1
E006538,2026-05-08,5,163.7,32.74,0.188,22.0,5,desktop,True,0.637,0.278,0,US,0
E006539,2026-05-03,15,577.22,38.48,0.114,27.0,4,mobile,False,0.607,0.373,0,UK,0
E006540,2026-05-07,5,154.69,30.94,,23.0,5,desktop,False,0.857,0.218,0,US,1
E006541,2026-04-29,4,185.35,46.34,0.166,31.0,8,desktop,False,0.479,0.384,2,DE,0
E006542,2026-04-26,6,436.66,72.78,0.02,34.0,1,mobile,False,0.378,0.138,1,DE,1
E006543,2026-05-15,10,422.85,42.29,0.141,15.0,5,tablet,True,0.422,0.19,0,DE,0
E006544,2026-05-10,15,,22.51,0.039,20.0,7,mobile,True,0.313,0.172,1,IN,1
E006545,2026-05-06,12,402.17,33.51,0.196,24.0,3,mobile,True,,0.492,1,UK,0
E006546,2026-05-02,9,584.33,64.93,0.114,28.0,6,desktop,False,0.851,0.439,2,Other,0
E006547,2026-05-07,3,216.72,72.24,0.062,23.0,5,mobile,False,0.24,0.116,2,UK,1
E006548,2026-05-02,5,796.21,159.24,0.022,28.0,5,desktop,True,0.473,0.077,3,UK,1
E006549,2026-05-05,12,398.63,33.22,0.127,25.0,5,desktop,False,0.762,0.419,0,FR,1
E006550,2026-05-10,5,227.67,45.53,0.085,20.0,4,mobile,False,0.313,0.368,0,DE,0
E006551,2026-05-16,9,516.85,57.43,0.028,14.0,1,desktop,False,0.521,0.347,4,US,0
E006552,2026-05-12,7,518.77,74.11,0.161,18.0,3,mobile,False,0.451,0.33,1,Other,1
E006553,2026-05-06,6,424.69,70.78,,,3,desktop,False,0.094,0.156,0,Other,1
E006554,2026-04-29,3,52.4,17.47,0.228,31.0,6,mobile,False,0.674,0.064,2,US,1
E006555,2026-05-03,7,97.76,13.97,0.054,,3,mobile,False,0.809,0.397,4,DE,0
E006556,2026-05-13,9,524.81,58.31,0.028,17.0,5,mobile,False,0.598,0.491,0,BR,0
E006557,2026-05-10,15,352.02,23.47,0.257,20.0,3,desktop,False,0.372,0.434,0,Other,1
E006558,2026-05-03,6,145.29,24.21,0.18,27.0,3,mobile,False,0.373,0.609,2,DE,1
E006559,2026-05-05,6,213.51,35.59,0.484,25.0,3,desktop,True,0.297,0.678,0,US,0
E006560,2026-05-01,5,62.57,12.51,0.087,29.0,4,mobile,False,0.497,0.421,1,FR,1
E006561,2026-05-01,12,440.88,36.74,0.318,29.0,2,mobile,True,0.682,0.127,1,US,0
E006562,2026-05-15,10,344.52,34.45,1.7465027112304927,15.0,2,mobile,True,0.41,0.279,1,FR,0
E006563,2026-05-03,8,260.12,32.51,0.312,27.0,3,mobile,False,0.35,0.168,2,DE,1
E006564,2026-05-07,8,150.72,18.84,0.252,23.0,2,tablet,True,0.237,0.126,0,FR,0
E006565,2026-04-30,5,694.86,138.97,0.08,30.0,3,mobile,False,0.627,0.603,1,US,0
E006566,2026-05-03,5,542.64,108.53,0.039,27.0,5,desktop,False,0.564,0.175,0,UK,1
E006567,2026-05-02,13,1869.01,143.77,0.061,28.0,2,desktop,True,0.282,0.628,0,DE,1
E006568,2026-05-04,6,123.4,20.57,0.464,26.0,5,mobile,False,0.435,0.095,1,US,0
E006569,2026-05-06,7,425.92,60.85,0.103,24.0,5,desktop,False,0.346,0.421,3,US,1
E006570,2026-04-30,6,1251.74,208.62,0.021,30.0,4,desktop,False,0.346,0.415,0,US,0
E006571,2026-05-02,6,307.41,51.23,0.363,28.0,7,desktop,True,0.291,0.184,2,IN,1
E006572,2026-05-08,9,494.58,54.95,0.209,,3,mobile,False,0.642,0.321,2,UK,0
E006573,2026-05-11,5,203.5,40.7,,19.0,5,desktop,True,0.415,0.3,2,FR,0
E006574,2026-04-30,10,434.25,43.43,0.205,,2,desktop,False,0.62,0.092,1,UK,0
E006575,2026-04-26,6,1005.59,167.6,0.391,34.0,4,mobile,True,0.709,0.209,0,IN,1
E006576,2026-05-06,5,75.29,15.06,0.088,24.0,4,desktop,True,0.398,0.25,0,UK,1
E006577,2026-04-23,9,343.21,38.13,0.217,37.0,3,mobile,True,0.084,0.35,1,US,1
E006578,2026-05-05,7,567.58,81.08,0.067,25.0,12,desktop,False,0.092,0.412,1,US,1
E006579,2026-05-06,5,144.29,28.86,0.6,24.0,1,tablet,False,0.355,0.176,2,US,1
E006580,2026-05-03,6,420.92,70.15,0.259,27.0,6,tablet,False,0.435,0.496,1,IN,1
E006581,2026-04-26,11,595.13,54.1,0.112,34.0,4,desktop,False,,0.332,1,FR,0
E006582,2026-05-17,8,767.97,96.0,0.215,13.0,4,desktop,True,0.729,0.165,2,BR,0
E006583,2026-05-07,8,280.27,35.03,0.144,23.0,4,desktop,False,0.479,0.086,1,BR,0
E006584,2026-05-05,6,202.99,33.83,0.288,25.0,7,mobile,False,0.846,0.077,1,IN,0
E006585,2026-05-11,11,556.64,50.6,0.438,19.0,3,mobile,False,0.144,0.266,0,Other,0
E006586,2026-04-29,10,429.53,42.95,0.042,31.0,4,mobile,False,0.59,0.287,2,FR,1
E006587,2026-05-04,9,461.99,51.33,0.136,26.0,1,mobile,True,0.421,0.116,0,US,1
E006588,2026-05-13,11,758.69,68.97,0.018,17.0,5,tablet,True,0.41,0.194,0,US,0
E006589,2026-05-10,7,364.73,52.1,0.033,20.0,6,desktop,False,0.301,0.41,1,DE,1
E006590,2026-05-09,9,326.72,36.3,0.146,21.0,3,mobile,False,0.377,0.32,2,BR,1
E006591,2026-05-13,10,216.57,21.66,0.027,17.0,3,mobile,False,0.276,0.3,0,DE,0
E006592,2026-04-27,8,440.49,55.06,0.13,33.0,4,desktop,False,0.381,0.214,1,US,0
E006593,2026-04-26,4,76.46,19.12,0.388,34.0,4,mobile,False,0.452,0.053,1,BR,1
E006594,2026-05-04,6,392.76,65.46,0.01,,5,desktop,True,,0.215,1,UK,0
E006595,2026-05-03,13,488.68,37.59,0.332,27.0,5,tablet,False,,0.461,2,US,0
E006596,2026-05-11,6,211.75,35.29,0.098,19.0,3,mobile,False,0.81,0.27,2,IN,0
E006597,2026-05-04,14,428.95,30.64,0.52,26.0,3,mobile,True,0.411,0.174,0,DE,0
E006598,2026-05-04,7,351.46,50.21,0.178,26.0,5,mobile,False,0.12,0.298,0,US,1
E006599,2026-05-06,9,351.46,39.05,0.091,24.0,7,mobile,True,0.477,0.16,0,US,0
E006600,2026-05-05,9,315.33,35.04,0.059,25.0,3,mobile,False,0.469,0.405,0,DE,1
E006601,2026-05-09,11,669.93,60.9,0.292,21.0,2,mobile,False,0.125,0.268,0,UK,1
E006602,2026-05-05,12,427.1,35.59,0.11,25.0,6,mobile,False,0.388,0.455,1,US,1
E006603,2026-05-01,6,349.26,58.21,0.061,29.0,4,mobile,False,0.298,0.128,1,DE,0
E006604,2026-05-04,9,850.83,94.54,0.049,26.0,5,mobile,False,0.479,0.038,1,FR,1
E006605,2026-05-04,12,543.32,45.28,0.062,26.0,2,desktop,True,0.462,0.39,2,US,0
E006606,2026-04-29,6,273.09,45.51,0.379,31.0,4,mobile,False,0.259,0.457,1,DE,0
E006607,2026-04-22,11,118.15,10.74,0.088,38.0,6,desktop,False,0.333,0.21,0,DE,1
E006608,2026-05-12,10,665.97,66.6,0.292,119.38419299636949,3,mobile,False,0.357,0.104,1,US,0
E006609,2026-05-07,7,590.3009206730035,12.99,0.043,23.0,6,mobile,False,0.248,0.04,0,US,0
E006610,2026-04-28,6,344.03,57.34,0.08,32.0,5,mobile,False,0.391,0.284,0,US,1
E006611,2026-05-02,4,135.41,33.85,0.099,28.0,4,desktop,True,0.789,0.188,0,UK,0
E006612,2026-05-05,3,113.13,37.71,0.222,25.0,3,mobile,True,0.287,0.219,1,IN,0
E006613,2026-05-12,9,188.89,20.99,0.088,18.0,5,mobile,False,0.252,0.336,0,UK,1
E006614,2026-05-05,10,255.88,25.59,0.287,25.0,3,mobile,True,0.2,0.383,0,Other,1
