client_id,activity_date,contract_type,monthly_charges,total_charges,tenure_months,calls_to_support,avg_call_duration_min,data_usage_gb,international_plan,has_technical_issues,payment_delay_count,competitor_offer_seen,region,churned
T004585,2026-05-25,One year,59.94,9481.659623939231,22,1,10.4,5.0,False,False,3,False,East,0
T004586,2026-05-23,One year,20.0,532.26,26,2,4.2,,False,True,0,False,South,0
T004587,2026-05-20,Month-to-month,84.14,1546.66,17,0,5.4,,False,False,0,False,West,0
T004588,2026-05-16,Two year,35.37,976.5,26,3,8.2,,False,True,0,False,West,0
T004589,2026-05-24,One year,48.54,830.46,17,1,10.5,5.9,False,False,0,True,West,1
T004590,2026-05-13,Two year,66.52,1492.5,27,2,5.0,5.52,True,False,1,False,South,0
T004591,2026-05-20,Month-to-month,76.27,1205.77,16,0,4.7,4.62,False,False,0,False,East,0
T004592,2026-05-18,Month-to-month,78.42,2085.6,28,1,6.8,9.85,False,True,3,False,North,0
T004593,2026-05-15,One year,88.73,1053.88,12,1,4.4,10.53,True,False,1,False,East,0
T004594,2026-05-20,Month-to-month,20.0,412.67,21,1,7.5,38.76,False,False,0,False,North,0
T004595,2026-05-20,Month-to-month,79.48,2425.07,31,0,1.0,24.7,False,False,0,True,North,1
T004596,2026-05-14,Two year,65.33,1239.21,18,1,14.0,11.66,False,False,2,False,East,1
T004597,2026-05-21,Month-to-month,48.4,1052.64,22,2,7.7,4.34,False,False,0,True,Central,0
T004598,2026-05-18,Month-to-month,72.88,1294.01,18,2,1.0,4.67,False,False,0,False,North,0
T004599,2026-05-20,Month-to-month,92.62,2370.59,25,1,5.7,18.23,False,False,1,False,East,0
T004600,2026-05-26,Month-to-month,38.7,989.75,27,1,8.2,74.77,False,False,3,True,East,1
T004601,2026-05-14,One year,107.06,2526.04,24,1,7.5,10.16,False,False,1,True,Central,0
T004602,2026-05-20,Two year,99.39,2592.25,28,0,,3.04,False,False,0,False,East,0
T004603,2026-05-17,Two year,529.2085129190407,2354.21,30,2,12.9,20.97,False,False,1,False,North,0
T004604,2026-05-20,One year,28.31,629.96,22,1,11.4,31.0,False,False,2,False,North,0
T004605,2026-05-24,One year,129.65,2861.19,20,4,2.7,15.87,False,False,1,False,East,0
T004606,2026-05-18,Month-to-month,73.53,2025.79,30,2,9.3,11.6,False,True,0,False,North,1
T004607,2026-05-21,Two year,69.45,1674.82,23,1,4.3,6.6,False,False,0,True,Central,0
T004608,2026-05-25,Month-to-month,68.41,1747.51,28,4,2.5,5.86,False,False,0,False,Central,0
T004609,2026-05-21,Month-to-month,81.58,2015.39,26,3,4.3,17.36,False,False,2,True,Central,1
T004610,2026-05-13,Two year,92.81,2402.69,29,1,10.9,5.91,False,False,0,False,South,0
T004611,2026-05-24,Two year,64.25,1805.09,28,2,3.9,15.95,False,True,1,False,West,0
T004612,2026-05-15,Month-to-month,27.72,955.22,34,2,9.0,6.38,False,False,2,True,East,1
T004613,2026-05-18,One year,96.05,2457.02,26,3,2.2,25.82,False,False,0,False,North,0
T004614,2026-05-15,Month-to-month,40.54,1155.57,32,4,10.6,8.8,False,False,1,False,South,0
T004615,2026-05-20,Month-to-month,34.86,678.58,20,1,6.7,11.15,False,True,1,False,North,0
T004616,2026-05-24,Month-to-month,63.09,1523.92,24,5,9.5,17.48,False,False,2,False,South,1
T004617,2026-05-21,Month-to-month,51.33,1861.19,38,2,2.9,31.54,False,False,0,False,Central,0
T004618,2026-05-23,Month-to-month,76.4,2212.49,29,4,16.4,22.52,False,True,0,False,West,1
T004619,2026-05-16,Month-to-month,82.1,2423.12,28,1,15.6,13.15,False,False,0,False,South,0
T004620,2026-05-16,Month-to-month,50.9,1285.37,26,3,1.0,12.71,False,False,0,False,East,0
T004621,2026-05-20,Month-to-month,68.64,1233.24,19,0,13.0,5.0,False,True,1,False,North,0
T004622,2026-05-19,Two year,50.44,1054.96,21,2,8.5,9.96,False,False,1,False,South,0
T004623,2026-05-19,One year,88.0,2975.8,31,0,9.8,38.61,True,True,2,True,North,1
T004624,2026-05-18,Two year,79.71,2206.45,27,3,9.6,13.5,False,False,1,False,East,0
T004625,2026-05-24,Month-to-month,86.52,1839.88,23,1,11.6,6.7,False,False,0,False,East,0
T004626,2026-05-19,One year,56.47,1326.67,22,0,5.5,,False,False,0,True,West,0
T004627,2026-05-21,Two year,72.75,1709.84,24,1,1.9,14.1,False,False,1,True,Central,0
T004628,2026-05-20,Month-to-month,80.3,1587.26,20,2,5.3,2.66,False,False,0,False,North,1
T004629,2026-05-17,Month-to-month,87.47,1963.9,24,1,4.8,6.14,False,False,1,False,West,0
T004630,2026-05-21,Month-to-month,84.89,10578.621638101044,26,2,8.0,4.67,False,False,0,False,North,0
T004631,2026-05-23,Month-to-month,61.32,1327.79,24,2,7.9,5.32,False,False,1,False,South,1
T004632,2026-05-25,Month-to-month,30.51,892.5,31,2,5.9,7.24,False,False,1,True,East,0
T004633,2026-05-19,Month-to-month,80.05,1979.58,24,1,5.2,,True,False,1,True,North,0
T004634,2026-05-21,Month-to-month,78.56,2529.87,32,2,10.7,5.63,False,True,1,True,North,0
T004635,2026-05-15,One year,32.0,677.56,22,5,3.7,4.18,False,True,1,False,South,0
T004636,2026-05-22,Month-to-month,90.4,2148.57,24,1,11.0,,True,True,0,False,North,1
T004637,2026-05-21,Month-to-month,69.69,1802.88,25,1,7.8,11.02,False,True,0,True,Central,1
T004638,2026-05-22,One year,61.13,1744.5,28,2,5.7,24.09,False,False,1,True,South,0
T004639,2026-05-18,Month-to-month,71.4,1991.73,27,1,4.0,13.52,False,False,0,False,East,0
T004640,2026-05-22,Month-to-month,92.93,2534.94,29,2,,100.0,False,False,0,True,Central,1
T004641,2026-05-23,Month-to-month,111.76,2156.03,20,4,1.0,10.74,False,True,0,False,East,0
T004642,2026-05-21,Month-to-month,63.39,2294.35,33,0,9.7,6.22,False,False,1,False,South,1
T004643,2026-05-23,Month-to-month,58.09,1537.28,27,3,7.4,14.83,False,True,1,True,Central,1
T004644,2026-05-19,Month-to-month,83.23,2033.02,25,3,6.9,9.39,False,True,1,True,North,0
T004645,2026-05-17,Month-to-month,24.8,623.77,25,3,2.8,15.9,False,False,2,False,North,0
T004646,2026-05-18,Two year,90.87,1653.69,18,2,4.9,9.45,False,True,1,False,East,0
T004647,2026-05-16,Two year,24.36,694.27,30,0,17.3,31.95,False,False,1,False,South,0
T004648,2026-05-20,Month-to-month,23.77,707.57,34,4,,33.31,False,False,0,False,West,1
T004649,2026-05-23,Month-to-month,111.6,2196.08,20,5,12.0,7.55,False,False,0,False,North,1
T004650,2026-05-22,Month-to-month,20.0,539.48,27,1,10.8,21.52,False,True,0,False,East,0
T004651,2026-05-27,Two year,104.22,2279.95,24,1,9.1,24.84,False,False,1,False,West,1
T004652,2026-05-26,Two year,,3171.9,28,3,13.8,28.11,False,False,0,False,Central,0
T004653,2026-05-19,Month-to-month,75.19,1605.41,21,2,8.9,4.03,False,False,2,False,North,1
T004654,2026-05-17,Month-to-month,83.17,1744.34,20,1,17.5,17.04,False,False,1,False,North,0
T004655,2026-05-26,Month-to-month,20.0,529.26,28,3,13.1,5.29,True,True,0,False,Central,1
T004656,2026-05-15,Two year,50.23,1227.6,24,2,9.5,8.1,False,False,0,False,East,0
T004657,2026-05-22,Two year,75.75,2257.45,29,3,10.7,13.15,False,True,1,False,North,0
T004658,2026-05-18,Month-to-month,74.88,2251.55,28,2,7.8,7.42,False,False,2,True,North,1
T004659,2026-05-19,One year,78.33,1960.0,24,1,15.0,12.3,False,False,2,False,West,0
T004660,2026-05-25,Month-to-month,74.86,1970.42,25,0,5.7,24.12,True,True,0,True,East,0
T004661,2026-05-17,One year,65.63,1851.65,28,6,10.7,15.55,False,True,2,False,East,1
T004662,2026-05-20,Two year,28.35,637.23,23,1,36.46092524846601,8.38,False,False,1,True,Central,0
T004663,2026-05-22,Month-to-month,75.56,2089.31,26,0,4.9,14.07,False,False,0,False,North,0
T004664,2026-05-23,Month-to-month,30.89,954.81,33,1,9.8,14.48,False,False,0,False,North,1
T004665,2026-05-16,One year,54.06,1105.41,19,5,1.0,119.43836813597792,False,False,0,True,East,1
T004666,2026-05-19,Month-to-month,106.76,2996.75,27,1,11.6,,False,False,0,True,Central,0
T004667,2026-05-25,Two year,20.0,550.58,28,1,14.3,9.77,True,False,1,False,South,1
T004668,2026-05-16,Month-to-month,61.27,1579.26,28,2,6.0,12.35,False,False,2,False,West,1
T004669,2026-05-23,Two year,91.05,8019.887692206922,24,4,6.6,43.22,False,False,1,True,North,0
T004670,2026-05-22,Month-to-month,84.16,2200.21,27,2,7.3,6.52,False,False,0,True,North,1
T004671,2026-05-23,Month-to-month,74.17,1434.3,21,2,12.2,15.16,False,False,1,True,Central,1
T004672,2026-05-20,Month-to-month,44.68,824.69,19,4,14.2,8.18,True,False,0,True,North,1
T004673,2026-05-19,Month-to-month,104.33,2398.78,22,2,13.3,5.38,False,True,0,False,North,1
T004674,2026-05-24,Month-to-month,28.28,480.53,17,2,12.8,16.9,False,False,0,False,West,1
T004675,2026-05-21,One year,85.79,1949.31,23,2,9.6,,True,True,1,False,South,0
T004676,2026-05-22,Month-to-month,69.59,1410.95,22,1,1.0,27.04,True,False,0,True,South,0
T004677,2026-05-21,Month-to-month,41.4,984.52,24,0,7.3,6.4,False,False,3,False,West,0
T004678,2026-05-28,Month-to-month,53.33,1207.97,21,4,11.8,11.3,True,True,0,False,North,1
T004679,2026-05-20,Month-to-month,119.33,2988.97,25,2,11.7,15.0,False,False,0,False,East,1
T004680,2026-05-20,Two year,30.14,917.33,31,1,7.3,12.11,False,False,0,False,South,0
T004681,2026-05-18,Two year,20.0,518.69,25,2,1.0,3.95,False,True,2,False,North,1
T004682,2026-05-17,Month-to-month,45.86,1170.31,24,0,11.6,4.22,False,False,2,True,West,1
T004683,2026-05-15,One year,77.39,2150.99,26,4,4.5,18.01,False,False,0,False,South,1
T004684,2026-05-19,One year,107.71,3067.94,28,0,4.6,33.16,False,False,0,False,Central,0
T004685,2026-05-15,Two year,65.76,1207.2,20,1,12.2,4.48,False,False,3,False,Central,0
T004686,2026-05-20,Month-to-month,20.0,524.8,25,5,8.7,1.85,False,False,0,False,West,1
T004687,2026-05-23,Month-to-month,67.87,1863.0,28,2,11.7,16.96,False,False,4,False,South,1
T004688,2026-05-20,Month-to-month,90.68,2207.28,25,2,2.5,19.24,False,False,1,False,North,1
T004689,2026-05-20,Two year,74.62,2129.46,30,1,7.7,23.6,False,True,1,False,Central,0
T004690,2026-05-24,One year,79.81,1885.48,23,4,1.4,16.71,False,False,3,False,South,1
T004691,2026-05-21,Month-to-month,20.0,377.23,18,1,12.1,21.16,False,False,1,False,West,0
T004692,2026-05-19,Month-to-month,24.74,717.31,30,3,11.3,57.99,False,True,0,False,West,1
T004693,2026-05-18,One year,60.98,1510.61,24,0,4.2,7.32,False,False,0,False,South,0
T004694,2026-05-15,Two year,99.0,3028.95,29,2,7.1,30.92,False,True,0,False,North,0
T004695,2026-05-22,Month-to-month,41.32,883.54,21,1,10.5,52.91,False,False,1,True,East,1
T004696,2026-05-21,One year,71.14,1422.87,20,1,4.1,99.48808394207617,True,True,0,False,East,0
T004697,2026-05-19,Month-to-month,69.99,1389.08,20,6,1.1,10.31,False,False,0,True,South,1
T004698,2026-05-15,Month-to-month,33.72,815.31,25,2,7.8,7.63,False,False,1,True,East,1
T004699,2026-05-11,Month-to-month,42.91,980.01,22,2,11.1,4.22,False,False,0,True,West,1
T004700,2026-05-18,One year,64.24,1901.32,28,2,4.0,1.06,False,False,0,False,South,0
T004701,2026-05-18,Two year,54.03,1196.51,22,2,,30.33,True,True,2,True,North,0
T004702,2026-05-21,Month-to-month,89.62,2716.36,31,3,9.6,8.46,False,True,1,False,West,1
T004703,2026-05-21,Month-to-month,52.38,1180.62,22,2,13.2,10.7,False,False,1,False,West,0
T004704,2026-05-23,Month-to-month,91.61,2361.84,27,3,3.8,5.52,False,True,0,False,Central,1
T004705,2026-05-23,Month-to-month,54.15,1323.67,23,2,4.0,10.74,False,True,0,False,North,0
T004706,2026-05-20,Month-to-month,65.72,1597.77,23,3,36.614323454787964,29.19,True,False,0,False,Central,1
T004707,2026-05-17,Month-to-month,304.6302399757198,2189.01,24,0,13.9,7.28,False,False,2,False,West,1
T004708,2026-05-19,Month-to-month,61.78,1511.53,25,3,8.3,329.38619928711233,False,True,0,False,West,0
T004709,2026-05-13,Month-to-month,52.22,1137.76,22,2,7.2,10.24,False,False,0,True,South,0
T004710,2026-05-21,Month-to-month,62.92,1608.58,28,4,13.5,13.31,False,True,2,False,North,1
T004711,2026-05-22,One year,91.8,1765.64,20,4,3.1,,True,False,1,False,East,1
T004712,2026-05-23,Month-to-month,74.95,1243.26,16,3,9.1,24.54,False,True,0,True,South,1
T004713,2026-05-19,One year,,576.8,30,1,7.6,24.97,False,False,0,False,South,0
T004714,2026-05-23,Two year,43.34,873.16,18,6,14.4,94.67,False,True,0,True,Central,1
T004715,2026-05-22,One year,43.6,850.27,20,3,11.8,24.43,False,False,0,False,North,1
T004716,2026-05-20,Month-to-month,333.77155485917564,1809.6,23,3,6.0,13.8,False,True,0,False,Central,0
T004717,2026-05-19,Month-to-month,20.0,691.46,34,0,14.8,24.69,False,False,0,False,East,0
T004718,2026-05-16,One year,73.39,,25,3,8.7,6.33,False,False,0,False,West,0
T004719,2026-05-21,Month-to-month,84.08,2335.32,26,5,10.3,14.25,False,False,0,False,South,1
T004720,2026-05-19,Month-to-month,84.08,1992.18,24,1,9.6,72.13,False,True,0,True,East,1
T004721,2026-05-23,Month-to-month,62.46,1074.33,18,1,14.8,8.9,True,False,1,False,East,0
T004722,2026-05-22,Month-to-month,20.0,407.75,21,3,1.0,22.21,False,False,1,False,Central,1
T004723,2026-05-22,Month-to-month,57.28,1882.63,31,2,10.2,7.75,False,True,1,True,North,0
T004724,2026-05-25,One year,109.21,3663.45,31,0,17.1,6.13,False,True,2,False,North,0
T004725,2026-05-14,Month-to-month,47.12,1371.56,30,1,3.0,8.12,False,False,1,False,Central,1
T004726,2026-05-13,Month-to-month,130.43,3495.08,27,0,4.1,47.62,False,False,1,False,North,1
T004727,2026-05-17,Two year,89.33,2387.8,25,0,8.9,17.0,False,False,1,False,East,0
T004728,2026-05-24,Month-to-month,60.71,1636.48,26,3,13.0,9.93,False,False,2,True,North,1
T004729,2026-05-17,One year,71.77,2159.46,31,0,9.4,9.92,False,False,0,False,North,0
T004730,2026-05-13,Month-to-month,76.23,1577.56,22,1,7.1,10.09,True,True,2,False,East,1
T004731,2026-05-19,Month-to-month,47.69,967.51,21,1,8.0,13.67,False,False,0,True,East,0
T004732,2026-05-23,Two year,52.58,1094.97,20,1,6.5,6.11,False,False,0,True,East,0
T004733,2026-05-22,Month-to-month,124.84,2768.52,24,1,6.2,18.36,False,False,1,True,East,0
T004734,2026-05-22,Month-to-month,109.75,1992.94,18,0,2.6,28.85,False,False,0,False,West,1
T004735,2026-05-15,Two year,53.67,1420.55,27,2,16.5,11.3,False,False,1,False,Central,0
T004736,2026-05-17,One year,41.63,1281.75,32,2,8.7,4.25,False,False,1,False,South,0
T004737,2026-05-19,One year,20.0,584.58,30,2,4.0,14.97,True,True,1,False,South,1
T004738,2026-05-18,Month-to-month,129.7,4055.91,30,3,12.5,4.54,False,False,0,True,South,0
T004739,2026-05-16,Month-to-month,95.73,3729.65,38,1,1.0,3.84,True,True,1,True,West,1
T004740,2026-05-22,One year,102.39,3119.06,29,2,2.8,21.53,False,True,0,False,South,0
T004741,2026-05-16,Month-to-month,48.7,1539.52,33,1,9.2,1.84,False,False,0,False,West,0
T004742,2026-05-17,Month-to-month,46.72,982.99,23,2,7.8,13.87,False,False,1,False,South,0
T004743,2026-05-20,One year,37.36,941.2,25,4,10.3,24.37,False,False,1,True,East,0
T004744,2026-05-19,Month-to-month,20.0,459.07,23,4,4.3,68.51,False,False,2,False,West,1
T004745,2026-05-19,Month-to-month,38.76,906.24,24,4,6.3,3.17,False,False,1,False,East,0
T004746,2026-05-18,Month-to-month,,1610.46,24,1,7.2,9.07,True,False,2,False,East,1
T004747,2026-05-16,Month-to-month,72.45,2113.28,28,2,4.7,6.37,True,False,1,False,South,1
T004748,2026-05-22,One year,46.52,989.71,25,1,3.5,18.11,False,False,0,False,East,0
T004749,2026-05-22,Two year,84.64,3063.68,35,5,14.2,5.52,False,False,1,False,South,0
T004750,2026-05-22,Month-to-month,44.78,924.09,20,1,3.8,,True,True,0,False,West,0
T004751,2026-05-20,Month-to-month,88.03,2535.85,28,2,7.0,5.61,False,False,1,True,South,0
T004752,2026-05-17,Month-to-month,87.65,1831.88,21,0,4.1,13.18,False,True,0,True,North,1
T004753,2026-05-18,Month-to-month,89.57,1664.5,21,1,5.5,20.11,False,False,1,False,North,1
T004754,2026-05-20,Month-to-month,67.22,1543.07,25,0,2.2,18.8,False,False,1,False,East,1
T004755,2026-05-26,Two year,40.51,891.58,23,1,2.8,10.09,False,False,2,False,Central,0
T004756,2026-05-24,Month-to-month,29.23,861.03,27,1,6.5,,False,True,0,False,South,0
T004757,2026-05-23,Month-to-month,20.0,334.82,16,1,6.7,9.87,False,False,0,True,South,0
T004758,2026-05-21,Two year,87.72,1648.99,19,0,9.1,,False,False,2,False,South,0
T004759,2026-05-21,Month-to-month,20.0,619.42,32,3,16.4,11.37,False,False,0,True,Central,1
T004760,2026-05-19,Two year,60.95,1163.98,19,4,8.9,15.57,False,False,0,True,West,1
T004761,2026-05-22,Month-to-month,71.54,2010.48,27,3,6.0,8.04,False,False,0,True,North,1
T004762,2026-05-23,Month-to-month,32.93,1067.92,32,2,1.0,8.5,False,False,1,False,East,0
T004763,2026-05-23,Two year,61.3,1025.08,18,2,2.8,4.91,False,False,0,False,West,0
T004764,2026-05-19,Month-to-month,74.57,2075.06,26,1,15.0,100.0,True,False,2,False,West,1
T004765,2026-05-24,Month-to-month,56.8,1277.81,22,1,10.9,19.06,True,False,0,False,East,0
T004766,2026-05-22,Month-to-month,78.81,1994.23,26,1,9.2,4.58,False,True,1,False,West,0
T004767,2026-05-25,One year,51.66,1207.43,23,0,10.2,5.14,False,False,1,False,East,0
T004768,2026-05-19,One year,56.67,1440.55,24,0,3.3,17.57,False,True,1,False,North,0
T004769,2026-05-21,Month-to-month,38.34,1287.63,33,0,9.4,2.56,False,False,0,True,North,1
T004770,2026-05-23,One year,60.93,1305.92,21,1,7.0,6.36,False,True,2,True,South,1
T004771,2026-05-26,One year,65.18,1471.77,21,1,12.4,24.23,False,False,0,True,North,0
T004772,2026-05-20,Month-to-month,37.28,937.77,26,1,7.4,26.36,False,False,2,False,South,1
T004773,2026-05-21,Month-to-month,77.87,1480.64,20,3,4.7,15.32,False,False,1,True,West,1
T004774,2026-05-18,Month-to-month,20.0,468.73,24,3,9.2,12.04,False,False,1,False,West,1
T004775,2026-05-20,Month-to-month,97.46,2539.14,25,6,6.2,43.42,True,False,1,False,North,1
T004776,2026-05-17,Month-to-month,22.48,777.22,33,2,10.3,5.0,False,False,0,False,North,0
T004777,2026-05-21,Month-to-month,96.21,2036.79,21,3,8.1,7.05,True,False,0,False,East,1
T004778,2026-05-19,Month-to-month,83.61,2642.42,33,5,11.9,46.69,False,False,1,False,East,1
T004779,2026-05-20,Month-to-month,95.38,1973.48,19,0,4.2,11.23,True,False,0,False,North,0
T004780,2026-05-21,One year,31.21,411.63,14,2,14.2,18.5,False,False,1,True,West,1
T004781,2026-05-17,Month-to-month,58.89,1668.75,29,2,9.6,,False,False,1,True,North,1
T004782,2026-05-22,Two year,73.81,1709.17,24,0,8.1,100.0,True,False,0,False,North,0
T004783,2026-05-19,Two year,77.84,2295.13,28,0,12.0,8.03,False,False,0,False,West,0
T004784,2026-05-20,One year,90.2,1966.92,22,2,10.8,26.64,True,False,1,True,East,1
T004785,2026-05-20,Two year,84.54,3110.83,34,1,10.6,2.97,False,False,1,False,South,0
T004786,2026-05-18,Two year,79.27,1896.28,23,2,9.8,15.31,False,False,3,False,West,0
T004787,2026-05-22,Month-to-month,79.74,2052.8,27,1,10.9,30.95,False,False,1,False,Central,1
T004788,2026-05-20,One year,85.51,2272.27,27,3,7.0,24.98,False,False,0,False,North,1
T004789,2026-05-19,Month-to-month,65.6,1532.27,24,2,10.4,107.70593788423412,False,False,2,False,East,0
T004790,2026-05-21,One year,99.38,2656.32,25,3,5.8,23.25,False,True,0,True,North,1
T004791,2026-05-19,Month-to-month,62.69,1568.24,24,4,4.8,7.24,False,False,2,False,East,1
T004792,2026-05-21,Month-to-month,20.0,534.0,29,1,6.0,23.5,False,False,0,True,South,0
T004793,2026-05-20,Month-to-month,102.36,2836.32,27,0,1.1,60.05,False,False,0,False,South,0
T004794,2026-05-17,Two year,,1418.26,18,5,,7.35,False,False,0,False,North,0
T004795,2026-05-19,Month-to-month,60.53,1360.11,24,5,6.7,46.19,False,False,0,True,West,0
T004796,2026-05-16,Month-to-month,68.42,1902.2,29,1,1.6,13.61,False,False,0,False,South,0
T004797,2026-05-24,Month-to-month,110.21,3052.58,28,0,6.4,17.17,False,False,1,False,Central,1
T004798,2026-05-16,Month-to-month,68.0,1693.33,28,1,11.3,1.71,False,False,0,False,South,0
T004799,2026-05-15,Two year,110.57,2235.91,20,0,6.7,4.65,False,False,1,False,West,0
T004800,2026-05-21,One year,79.15,2543.56,32,1,6.4,11.83,False,True,2,True,East,1
T004801,2026-05-17,Month-to-month,54.11,1335.68,25,3,7.3,31.16,True,True,0,False,South,1
T004802,2026-05-19,Month-to-month,25.71,669.61,26,2,1.0,7.96,True,True,0,True,West,0
T004803,2026-05-19,Month-to-month,67.74,1272.54,19,2,8.4,6.83,False,False,0,True,West,0
T004804,2026-05-18,Month-to-month,104.42,2759.56,28,3,10.8,8.29,False,False,0,True,East,0
T004805,2026-05-17,Two year,47.95,1113.83,24,1,11.7,64.15,False,False,0,False,South,0
T004806,2026-05-19,One year,76.0,1460.9,20,1,6.0,27.84,False,False,0,True,East,0
T004807,2026-05-25,Month-to-month,111.05,3436.46,30,1,13.9,10.14,False,False,1,False,East,1
T004808,2026-05-25,One year,20.0,,23,2,9.0,12.34,False,False,1,False,South,0
T004809,2026-05-17,Month-to-month,76.93,1421.22,19,0,11.9,2.14,False,False,1,True,West,1
T004810,2026-05-17,One year,81.62,1961.52,24,1,6.7,5.48,True,False,5,False,South,0
T004811,2026-05-24,Month-to-month,75.68,2237.29,32,0,13.8,5.52,False,True,0,True,South,1
T004812,2026-05-21,One year,20.0,488.61,25,1,6.0,10.04,False,False,0,True,East,1
T004813,2026-05-18,Month-to-month,42.22,1056.76,25,3,9.4,33.37,False,False,2,True,Central,1
T004814,2026-05-21,Two year,20.0,524.01,26,1,8.1,9.49,True,True,1,True,South,0
T004815,2026-05-15,Month-to-month,25.47,362.61,14,4,3.0,4.86,False,False,1,False,North,0
T004816,2026-05-19,Month-to-month,90.31,2083.67,24,2,14.2,8.89,False,False,0,True,North,0
T004817,2026-05-23,Month-to-month,55.1,1353.47,26,4,6.6,9.52,False,False,1,False,West,0
T004818,2026-05-25,Month-to-month,89.58,2185.76,25,0,3.1,10.54,False,False,0,False,South,1
T004819,2026-05-15,Month-to-month,87.94,1952.28,22,1,4.6,11.35,False,False,1,False,South,0
T004820,2026-05-19,One year,31.29,585.56,19,1,11.2,,False,False,0,False,North,0
T004821,2026-05-21,One year,70.08,1587.02,24,1,14.5,5.42,True,True,1,False,Central,1
T004822,2026-05-22,Month-to-month,20.0,643.91,29,1,4.4,38.62,False,False,0,False,South,0
T004823,2026-05-25,One year,73.24,1406.13,20,2,9.8,6.14,False,False,1,False,East,0
T004824,2026-05-17,One year,77.71,2102.96,29,3,6.0,16.75,False,False,1,False,North,1
T004825,2026-05-20,Month-to-month,58.18,1627.69,29,2,1.0,5.23,False,False,0,True,North,0
T004826,2026-05-18,Month-to-month,20.0,667.63,32,1,10.8,5.43,True,True,2,False,North,1
T004827,2026-05-18,Month-to-month,20.37,565.62,27,1,3.8,29.97,False,False,1,False,South,0
T004828,2026-05-19,Month-to-month,141.28,4462.59,29,1,10.8,22.87,False,False,0,False,East,0
T004829,2026-05-20,One year,83.64,2064.69,26,3,10.2,32.2,True,False,0,False,North,0
T004830,2026-05-21,Two year,56.63,725.12,13,1,6.2,28.36,False,False,0,True,South,0
T004831,2026-05-25,One year,93.8,3252.09,33,0,,2.54,True,True,0,False,North,0
T004832,2026-05-14,Month-to-month,109.15,2792.39,27,2,11.4,18.95,False,False,2,False,South,0
T004833,2026-05-22,One year,101.32,2894.12,27,2,1.2,13.94,False,False,0,False,North,1
T004834,2026-05-19,One year,59.2,1601.04,27,3,9.3,5.24,False,False,0,False,North,0
T004835,2026-05-24,Month-to-month,54.98,1372.5,26,0,9.9,22.663780144485,False,False,0,False,North,1
T004836,2026-05-19,Two year,88.88,1950.02,24,4,7.1,5.26,False,False,1,False,West,1
T004837,2026-05-17,Month-to-month,57.94,951.2,16,2,14.3,18.08,False,False,1,False,Central,0
T004838,2026-05-20,Month-to-month,100.96,3143.95,29,2,8.9,27.65,False,False,2,True,East,1
T004839,2026-05-19,Month-to-month,68.36,2016.23,29,2,16.9,12.45,False,False,0,False,North,0
T004840,2026-05-20,Month-to-month,88.8,2083.01,23,4,13.9,2.78,False,False,0,False,Central,1
T004841,2026-05-16,Two year,96.19,1754.18,18,0,15.4,10.38,True,False,0,False,Central,0
T004842,2026-05-19,Month-to-month,26.03,653.58,24,3,11.0,3.38,False,False,0,True,South,1
T004843,2026-05-22,Month-to-month,69.37,1619.75,22,3,12.7,76.53,False,False,0,False,North,1
T004844,2026-05-19,Month-to-month,99.45,2808.49,33,1,7.0,28.13,False,True,1,True,West,1
T004845,2026-05-19,Month-to-month,40.8,843.07,21,4,16.5,,False,True,0,False,Central,0
T004846,2026-05-15,Month-to-month,48.56,1270.64,27,3,3.7,3.65,False,False,0,False,West,0
T004847,2026-05-21,Month-to-month,101.04,2141.91,21,5,15.3,26.83,False,False,1,False,East,0
T004848,2026-05-23,One year,110.84,2824.64,26,1,7.5,14.84,False,False,0,False,East,0
T004849,2026-05-18,Month-to-month,20.0,408.9,20,2,,10.32,False,False,1,False,Central,0
T004850,2026-05-21,One year,100.96,3489.96,34,6,10.5,17.27,False,False,2,False,North,0
T004851,2026-05-16,Month-to-month,20.0,470.18,26,0,7.7,2.0,False,False,0,False,North,0
T004852,2026-05-21,One year,63.11,1630.92,29,3,10.6,13.69,False,False,0,False,West,1
T004853,2026-05-19,Two year,23.43,583.5,24,0,15.9,9.32,False,False,0,False,North,0
T004854,2026-05-18,Month-to-month,48.57,1536.31,33,2,3.4,7.19,False,True,0,False,South,1
T004855,2026-05-18,Month-to-month,68.15,1924.14,26,2,14.3,5.84,False,False,0,True,South,0
T004856,2026-05-17,Two year,80.92,1349.95,16,3,11.1,8.33,True,False,1,False,North,0
T004857,2026-05-18,Month-to-month,107.88,2455.99,25,1,11.5,9.19,True,False,2,False,North,0
T004858,2026-05-21,One year,24.64,402.21,17,3,1.0,17.59,False,False,1,True,East,0
T004859,2026-05-16,Month-to-month,99.69,2824.69,28,1,10.2,9.25,False,False,1,False,South,0
T004860,2026-05-22,Month-to-month,,997.25,18,1,12.6,1.18,False,True,1,False,East,0
T004861,2026-05-17,Month-to-month,57.31,1249.81,22,2,16.2,7.68,False,False,1,True,South,0
T004862,2026-05-18,Two year,116.01,3177.99,29,1,1.9,11.09,False,False,0,False,Central,0
T004863,2026-05-23,Month-to-month,90.27,1836.65,20,3,6.9,11.48,True,False,0,False,East,1
T004864,2026-05-17,One year,20.0,420.41,21,3,19.2,50.71,False,True,0,False,Central,1
T004865,2026-05-16,One year,62.65,1690.45,26,1,1.0,5.73,False,False,0,True,South,0
