client_id,activity_date,subscription_tier,monthly_fee,days_since_last_login,avg_session_duration_min,support_tickets_last_30d,feature_adoption_count,login_frequency_trend,nps_score,contract_length_months,has_dedicated_manager,industry,country,churned
S002110,2026-05-20,Basic,58.0,10.0,24.2,1,5,stable,0.0,32,True,Tech,US,0
S002111,2026-05-16,Premium,242.0,14.0,35.6,3,4,stable,6.0,19,False,Education,UK,0
S002112,2026-05-15,Premium,266.0,15.0,23.0,2,4,declining,2.0,12,False,Healthcare,US,0
S002113,2026-05-13,Basic,50.0,17.0,19.1,2,4,increasing,3.0,2,True,Healthcare,FR,0
S002114,2026-05-14,Premium,224.0,16.0,11.6,2,5,stable,1.0,4,True,Finance,US,0
S002115,2026-05-14,Basic,60.0,16.0,26.0,1,5,stable,1.0,3,False,Retail,DE,1
S002116,2026-05-12,Enterprise,493.0,18.0,38.0,0,8,declining,9.0,1,False,Manufacturing,US,0
S002117,2026-05-14,Basic,65.0,16.0,9.7,2,6,stable,,18,False,Finance,US,0
S002118,2026-05-17,Basic,82.0,13.0,21.6,1,7,increasing,9.0,15,False,Healthcare,DE,0
S002119,2026-05-09,Basic,90.0,21.0,21.0,2,8,declining,10.0,5,True,Tech,US,1
S002120,2026-05-16,Basic,58.0,14.0,28.0,1,5,stable,6.0,36,False,Healthcare,US,0
S002121,2026-05-16,Basic,78.0,14.0,28.2,7,4,declining,0.0,34,True,Finance,US,1
S002122,2026-05-15,Basic,64.0,15.0,31.4,0,5,increasing,7.0,25,False,Tech,DE,0
S002123,2026-05-10,Basic,84.0,20.0,262.7953552684467,4,2,stable,9.0,33,False,Education,US,0
S002124,2026-05-14,Basic,42.0,16.0,14.6,0,1,stable,9.0,19,True,Manufacturing,Other,0
S002125,2026-05-17,Basic,80.0,13.0,90.8296126664626,1,3,increasing,8.0,15,True,Tech,Other,0
S002126,2026-05-15,Basic,70.0,15.0,28.0,1,1,stable,3.0,8,True,Education,CA,1
S002127,2026-05-20,Basic,60.0,10.0,42.4,1,5,declining,0.0,24,True,Tech,US,1
S002128,2026-05-17,Basic,54.0,13.0,7.5,2,3,increasing,5.0,35,True,Finance,DE,0
S002129,2026-05-13,Basic,78.0,17.0,29.0,1,4,stable,8.0,35,True,Manufacturing,US,0
S002130,2026-05-19,Basic,53.0,11.0,22.6,2,4,declining,0.0,2,False,Tech,AU,1
S002131,2026-05-12,Basic,31.0,18.0,35.3,2,5,increasing,7.0,1,False,Finance,UK,0
S002132,2026-05-19,Premium,219.0,,32.5,1,2,increasing,2.0,2,True,Healthcare,US,0
S002133,2026-05-18,Enterprise,836.0,12.0,25.6,0,3,stable,1.0,6,False,Tech,US,0
S002134,2026-05-11,Enterprise,310.0,19.0,30.9,2,2,declining,5.0,11,True,Finance,CA,0
S002135,2026-05-19,Premium,275.0,11.0,17.1,3,7,stable,10.0,20,False,Tech,AU,0
S002136,2026-05-13,Premium,153.0,17.0,34.6,2,2,declining,3.0,17,False,Healthcare,UK,0
S002137,2026-05-14,Basic,52.0,16.0,41.6,1,4,declining,5.0,25,False,Tech,UK,0
S002138,2026-05-16,Premium,1086.1776785306135,14.0,26.2,0,1,stable,1.0,33,False,Tech,FR,0
S002139,2026-05-11,Premium,231.0,19.0,135.14744465171646,0,0,increasing,6.0,3,False,Retail,CA,0
S002140,2026-05-18,Premium,197.0,12.0,23.3,1,1,increasing,1.0,26,False,Tech,FR,0
S002141,2026-05-21,Enterprise,574.0,9.0,34.5,3,1,stable,10.0,23,True,Finance,US,0
S002142,2026-05-21,Basic,31.0,9.0,24.5,1,7,stable,9.0,15,False,Retail,DE,0
S002143,2026-05-17,Premium,158.0,13.0,10.6,1,3,increasing,3.0,26,False,Retail,CA,0
S002144,2026-05-21,Premium,221.0,9.0,36.4,0,2,declining,8.0,24,False,Tech,US,0
S002145,2026-05-19,Basic,44.0,11.0,13.2,1,5,increasing,6.0,11,False,Manufacturing,US,0
S002146,2026-05-17,Enterprise,895.0,13.0,30.1,2,5,stable,8.0,27,True,Retail,US,0
S002147,2026-05-19,Basic,41.0,11.0,2.6,1,4,stable,2.0,15,False,Tech,US,1
S002148,2026-05-07,Enterprise,872.0,23.0,26.3,0,5,stable,7.0,7,False,Retail,FR,1
S002149,2026-05-13,Premium,102.0,17.0,24.2,1,0,stable,10.0,36,False,Retail,US,1
S002150,2026-05-14,Basic,75.0,16.0,1.4,1,2,declining,1.0,13,True,Healthcare,UK,0
S002151,2026-05-15,Premium,228.0,15.0,29.0,1,4,increasing,5.0,20,False,Healthcare,US,1
S002152,2026-05-20,Basic,62.0,10.0,11.8,3,3,stable,8.0,9,False,Retail,AU,0
S002153,2026-05-13,Premium,159.0,17.0,26.0,0,7,increasing,8.0,20,False,Education,CA,0
S002154,2026-05-11,Premium,229.0,19.0,20.1,2,4,stable,6.0,30,False,Healthcare,UK,0
S002155,2026-05-15,Premium,288.0,15.0,7.2,0,3,increasing,6.0,12,False,Retail,DE,0
S002156,2026-05-11,Enterprise,380.0,19.0,,2,4,declining,0.0,32,True,Retail,US,1
S002157,2026-05-22,Basic,49.0,8.0,13.4,1,7,stable,6.0,17,False,Manufacturing,CA,1
S002158,2026-05-18,Basic,36.0,12.0,36.8,2,5,stable,0.0,33,False,Education,DE,1
S002159,2026-05-13,Basic,75.0,17.0,35.0,1,2,stable,2.0,4,False,Tech,US,0
S002160,2026-05-13,Basic,33.0,17.0,51.3,2,7,stable,2.0,22,False,Tech,Other,0
S002161,2026-05-13,Basic,92.0,17.0,18.9,3,5,stable,,28,True,Healthcare,US,0
S002162,2026-05-20,Basic,43.0,10.0,18.5,1,2,declining,8.0,13,True,Finance,DE,1
S002163,2026-05-13,Basic,33.0,17.0,26.6,2,4,stable,3.0,23,False,Healthcare,US,0
S002164,2026-05-14,Basic,78.0,16.0,20.7,2,3,declining,6.0,19,False,Retail,DE,1
S002165,2026-05-11,Enterprise,622.0,19.0,18.0,1,4,stable,4.0,16,False,Education,US,0
S002166,2026-05-19,Basic,77.0,11.0,25.7,1,2,stable,6.0,32,True,Finance,US,0
S002167,2026-05-15,Enterprise,547.0,15.0,33.4,3,2,declining,1.0,6,True,Retail,UK,1
S002168,2026-05-15,Basic,464.5892027140197,15.0,1.0,2,4,increasing,10.0,25,True,Tech,Other,1
S002169,2026-05-16,Basic,50.0,14.0,18.1,1,1,stable,3.0,1,False,Finance,US,0
S002170,2026-05-21,Premium,183.0,9.0,8.2,1,5,declining,5.0,30,True,Tech,DE,0
S002171,2026-05-14,Basic,94.0,16.0,23.2,4,4,stable,6.0,16,False,Finance,UK,1
S002172,2026-05-13,Basic,66.0,17.0,30.2,1,4,increasing,5.0,4,False,Finance,CA,0
S002173,2026-05-18,Premium,130.0,12.0,38.4,2,3,increasing,4.0,9,False,Retail,US,0
S002174,2026-05-09,Basic,50.0,21.0,19.8,1,1,declining,5.0,20,True,Healthcare,UK,1
S002175,2026-05-16,Basic,77.0,14.0,26.3,2,5,stable,9.0,22,False,Finance,Other,0
S002176,2026-05-21,Premium,108.0,9.0,4.8,2,5,stable,3.0,30,False,Tech,US,0
S002177,2026-05-13,Basic,39.0,17.0,14.7,1,2,increasing,4.0,32,True,Tech,US,0
S002178,2026-05-19,Premium,118.0,11.0,27.5,1,2,stable,2.0,20,False,Education,AU,1
S002179,2026-05-13,Basic,30.0,17.0,8.7,1,4,stable,7.0,7,False,Education,US,1
S002180,2026-05-16,Enterprise,604.0,14.0,39.8,1,5,declining,0.0,11,False,Tech,US,1
S002181,2026-05-24,Premium,179.0,6.0,31.3,1,2,increasing,6.0,26,False,Tech,US,0
S002182,2026-05-17,Enterprise,926.0,13.0,14.1,2,2,stable,,13,False,Finance,CA,0
S002183,2026-05-15,Premium,166.0,,7.2,5,6,declining,4.0,18,False,Healthcare,Other,0
S002184,2026-05-15,Basic,97.0,15.0,16.4,0,3,increasing,1.0,3,False,Finance,DE,0
S002185,2026-05-13,Premium,286.0,17.0,14.2,0,3,stable,4.0,24,True,Tech,DE,1
S002186,2026-05-19,Basic,41.0,11.0,10.4,1,8,increasing,1.0,32,False,Finance,US,0
S002187,2026-05-11,Premium,261.0,19.0,8.1,1,6,stable,9.0,34,False,Tech,US,0
S002188,2026-05-08,Premium,146.0,22.0,22.2,1,9,stable,6.0,26,False,Tech,US,0
S002189,2026-05-18,Basic,63.0,12.0,33.8,1,3,stable,9.0,4,False,Tech,US,0
S002190,2026-05-15,Enterprise,700.0,15.0,16.5,1,7,declining,2.0,33,False,Healthcare,US,1
S002191,2026-05-11,Basic,70.0,19.0,30.3,0,3,declining,4.0,17,False,Finance,DE,0
S002192,2026-05-17,Premium,114.0,13.0,21.1,2,1,increasing,1.0,6,False,Tech,US,0
S002193,2026-05-17,Premium,104.0,13.0,32.3,1,4,declining,4.0,2,False,Healthcare,US,0
S002194,2026-05-15,Basic,56.0,15.0,15.6,0,8,increasing,5.0,9,False,Finance,US,1
S002195,2026-05-15,Premium,131.0,15.0,28.4,2,2,stable,0.0,3,False,Retail,US,0
S002196,2026-05-08,Premium,163.0,22.0,26.4,2,7,increasing,0.0,20,False,Education,US,1
S002197,2026-05-19,Basic,65.0,11.0,274.1889424150832,1,5,declining,0.0,24,False,Tech,US,0
S002198,2026-05-16,Premium,129.0,14.0,31.7,1,6,declining,6.0,4,True,Manufacturing,US,0
S002199,2026-05-14,Basic,51.0,16.0,28.1,1,2,stable,,26,True,Retail,UK,1
S002200,2026-05-19,Premium,172.0,11.0,7.4,3,1,increasing,4.0,23,False,Healthcare,FR,0
S002201,2026-05-18,Basic,91.0,12.0,18.7,2,3,increasing,0.0,29,False,Finance,CA,0
S002202,2026-05-22,Enterprise,373.0,8.0,15.4,3,3,increasing,3.0,12,True,Tech,FR,0
S002203,2026-05-18,Enterprise,998.0,12.0,15.1,1,6,stable,1.0,3,False,Tech,DE,0
S002204,2026-05-11,Basic,62.0,19.0,25.2,1,2,stable,0.0,7,False,Education,AU,0
S002205,2026-05-20,Basic,33.0,10.0,27.9,5,2,increasing,2.0,10,True,Healthcare,UK,1
S002206,2026-05-12,Premium,133.0,18.0,28.4,3,5,declining,2.0,13,False,Finance,DE,1
S002207,2026-05-18,Premium,259.0,12.0,40.1,3,5,stable,1.0,18,False,Finance,US,0
S002208,2026-05-14,Basic,54.0,16.0,30.8,1,11,stable,8.0,34,False,Tech,US,0
S002209,2026-05-12,Basic,62.0,18.0,10.3,0,4,stable,10.0,24,False,Tech,US,0
S002210,2026-05-18,Basic,71.0,12.0,27.4,2,4,increasing,4.0,22,False,Healthcare,US,0
S002211,2026-05-16,Enterprise,839.0,14.0,32.0,3,4,stable,3.0,31,True,Finance,FR,0
S002212,2026-05-20,Basic,46.0,10.0,40.1,1,5,stable,7.0,23,True,Retail,US,0
S002213,2026-05-13,Enterprise,816.0,,23.1,2,4,stable,4.0,5,True,Healthcare,DE,0
S002214,2026-05-15,Basic,39.0,15.0,23.3,1,2,stable,9.0,28,True,Healthcare,CA,0
S002215,2026-05-18,Enterprise,575.0,12.0,37.9,4,4,increasing,8.0,22,False,Retail,UK,1
S002216,2026-05-15,Basic,77.0,15.0,27.1,2,3,increasing,9.0,30,False,Tech,US,0
S002217,2026-05-05,Basic,70.0,25.0,5.8,1,3,stable,2.0,25,True,Healthcare,US,1
S002218,2026-05-16,Enterprise,642.0,14.0,3.2,0,2,increasing,8.0,21,True,Retail,US,0
S002219,2026-05-16,Enterprise,770.0,14.0,47.1,0,2,increasing,4.0,3,False,Tech,Other,0
S002220,2026-05-21,Basic,92.0,9.0,4.4,3,7,stable,1.0,17,True,Tech,DE,1
S002221,2026-05-14,Basic,75.0,16.0,23.0,0,8,stable,5.0,9,True,Tech,FR,1
S002222,2026-05-16,Basic,87.0,14.0,35.6,2,2,increasing,7.0,4,False,Tech,UK,1
S002223,2026-05-18,Basic,40.0,12.0,3.8,0,2,stable,8.0,25,False,Finance,DE,0
S002224,2026-05-16,Basic,66.0,14.0,12.0,2,2,declining,,28,False,Tech,FR,1
S002225,2026-05-13,Enterprise,460.0,,10.0,2,2,declining,7.0,4,False,Healthcare,US,1
S002226,2026-05-13,Basic,84.0,17.0,46.6,2,3,stable,7.0,9,False,Tech,US,0
S002227,2026-05-13,Premium,241.0,17.0,49.2,2,7,declining,10.0,30,False,Tech,US,0
S002228,2026-05-16,Basic,93.0,14.0,16.2,1,8,declining,4.0,6,False,Tech,UK,1
S002229,2026-05-15,Basic,50.0,15.0,32.0,0,4,increasing,7.0,26,False,Tech,AU,1
S002230,2026-05-11,Premium,210.0,19.0,28.7,4,3,increasing,10.0,34,False,Education,DE,0
S002231,2026-05-13,Basic,84.0,73.11796627453906,21.6,3,3,increasing,7.0,34,True,Tech,UK,0
S002232,2026-05-10,Premium,164.0,20.0,5.5,1,3,increasing,4.0,24,False,Tech,Other,0
S002233,2026-05-05,Basic,31.0,25.0,52.7,2,0,stable,10.0,36,False,Tech,US,0
S002234,2026-05-15,Enterprise,622.0,15.0,3.2,3,6,stable,8.0,22,False,Finance,US,0
S002235,2026-05-13,Premium,164.0,17.0,27.5,2,3,increasing,0.0,33,False,Healthcare,AU,0
S002236,2026-05-17,Enterprise,515.0,13.0,17.2,0,6,stable,2.0,25,True,Retail,AU,0
S002237,2026-05-18,Basic,88.0,12.0,37.1,2,4,increasing,6.0,13,True,Finance,DE,0
S002238,2026-05-16,Basic,94.0,14.0,35.2,2,4,increasing,0.0,13,False,Healthcare,US,1
S002239,2026-05-13,Basic,41.0,17.0,13.3,2,3,increasing,2.0,27,False,Finance,Other,1
S002240,2026-05-09,Premium,261.0,21.0,,0,4,increasing,8.0,32,False,Manufacturing,FR,0
S002241,2026-05-17,Basic,68.0,13.0,6.4,2,6,stable,4.0,13,False,Healthcare,DE,0
S002242,2026-05-14,Basic,49.0,,27.3,0,3,increasing,7.0,18,True,Tech,US,0
S002243,2026-05-13,Basic,75.0,17.0,33.5,1,2,declining,,9,False,Retail,UK,1
S002244,2026-05-21,Basic,95.0,9.0,19.7,1,5,declining,,20,False,Manufacturing,CA,0
S002245,2026-05-08,Basic,61.0,22.0,22.1,2,8,increasing,10.0,7,False,Finance,CA,0
S002246,2026-05-16,Basic,31.0,14.0,47.9,0,2,declining,2.0,13,False,Education,UK,0
S002247,2026-05-17,Basic,87.0,13.0,36.2,1,3,stable,3.0,4,True,Manufacturing,UK,0
S002248,2026-05-11,Premium,216.0,19.0,41.2,2,5,stable,9.0,36,False,Tech,DE,1
S002249,2026-05-06,Basic,41.0,24.0,1.0,3,7,increasing,3.0,17,False,Retail,UK,1
S002250,2026-05-20,Basic,72.0,10.0,31.6,1,5,stable,4.0,18,False,Healthcare,US,0
S002251,2026-05-18,Premium,123.0,12.0,28.0,7,4,declining,,13,False,Finance,US,0
S002252,2026-05-16,Premium,165.0,14.0,10.0,2,4,increasing,6.0,2,False,Finance,US,0
S002253,2026-05-11,Basic,89.0,19.0,12.5,2,4,declining,8.0,19,False,Manufacturing,FR,1
S002254,2026-05-09,Premium,186.0,21.0,22.4,1,3,stable,1.0,33,False,Healthcare,US,1
S002255,2026-05-18,Enterprise,988.0,12.0,8.9,1,3,increasing,,16,False,Finance,US,1
S002256,2026-05-19,Premium,144.0,11.0,15.4,2,8,stable,1.0,15,False,Tech,AU,0
S002257,2026-05-11,Enterprise,736.0,19.0,19.5,1,3,increasing,6.0,19,False,Finance,DE,0
S002258,2026-05-18,Premium,136.0,12.0,31.9,1,3,stable,8.0,22,False,Manufacturing,US,0
S002259,2026-05-19,Basic,79.0,11.0,83.28859546563228,2,7,increasing,4.0,23,True,Retail,US,0
S002260,2026-05-22,Basic,60.0,8.0,19.6,4,3,stable,3.0,10,False,Tech,FR,0
S002261,2026-05-18,Premium,275.0,12.0,37.3,0,2,increasing,3.0,7,False,Manufacturing,US,0
S002262,2026-05-13,Enterprise,874.0,17.0,3.8,1,5,declining,8.0,2,True,Manufacturing,UK,1
S002263,2026-05-18,Basic,71.0,12.0,27.7,1,6,increasing,10.0,2,False,Finance,UK,1
S002264,2026-05-13,Basic,89.0,66.04868003491379,29.7,5,5,stable,1.0,4,False,Tech,US,1
S002265,2026-05-15,Premium,109.0,15.0,30.0,1,2,increasing,3.0,32,True,Healthcare,FR,0
S002266,2026-05-18,Basic,52.0,12.0,19.0,0,6,stable,0.0,11,False,Tech,US,0
S002267,2026-05-17,Premium,126.0,13.0,12.2,1,2,increasing,10.0,29,False,Tech,UK,0
S002268,2026-05-13,Premium,106.0,17.0,43.2,1,1,stable,4.0,30,False,Healthcare,US,1
S002269,2026-05-24,Premium,122.0,6.0,,3,3,increasing,8.0,33,False,Manufacturing,US,0
S002270,2026-05-13,Enterprise,827.0,17.0,11.6,3,3,declining,4.0,36,False,Finance,US,0
S002271,2026-05-15,Premium,235.0,15.0,25.2,0,5,stable,5.0,17,True,Manufacturing,CA,0
S002272,2026-05-20,Premium,257.0,10.0,99.1510278717383,2,8,declining,10.0,4,True,Manufacturing,US,0
S002273,2026-05-08,Premium,237.0,22.0,37.6,1,4,increasing,0.0,31,True,Tech,US,0
S002274,2026-05-14,Premium,258.0,16.0,21.8,2,4,stable,,24,False,Tech,US,0
S002275,2026-05-17,Enterprise,403.0,13.0,39.2,2,2,stable,9.0,18,True,Retail,FR,0
S002276,2026-05-14,Basic,44.0,16.0,30.4,1,3,stable,6.0,34,False,Retail,US,1
S002277,2026-05-17,Premium,111.0,13.0,20.3,1,3,declining,9.0,18,False,Finance,Other,0
S002278,2026-05-18,Basic,41.0,12.0,38.4,2,5,increasing,,12,True,Healthcare,DE,0
S002279,2026-05-08,Enterprise,585.0,22.0,17.2,2,4,stable,,13,True,Healthcare,UK,1
S002280,2026-05-15,Premium,297.0,15.0,21.2,0,4,stable,3.0,34,False,Retail,DE,0
S002281,2026-05-18,Basic,92.0,12.0,31.3,1,4,declining,3.0,16,True,Retail,US,0
S002282,2026-05-13,Basic,67.0,17.0,27.7,3,6,declining,7.0,17,True,Tech,Other,1
S002283,2026-05-14,Basic,54.0,16.0,16.9,3,4,stable,0.0,27,False,Tech,Other,1
S002284,2026-05-05,Premium,114.0,25.0,6.6,3,4,increasing,8.0,13,False,Tech,US,1
S002285,2026-05-18,Basic,95.0,12.0,24.8,2,4,stable,6.0,5,False,Education,DE,1
S002286,2026-05-07,Basic,42.0,23.0,16.3,2,7,stable,,30,True,Manufacturing,US,1
S002287,2026-05-12,Enterprise,800.0,18.0,149.47204581578296,1,3,declining,4.0,25,False,Retail,UK,1
S002288,2026-05-16,Premium,158.0,14.0,19.9,1,4,increasing,,4,False,Tech,FR,0
S002289,2026-05-13,Basic,88.0,17.0,16.4,0,6,stable,0.0,7,True,Healthcare,Other,0
S002290,2026-05-16,Basic,79.0,14.0,111.35023141674425,2,3,declining,10.0,18,False,Tech,US,1
S002291,2026-05-21,Enterprise,492.0,9.0,24.1,1,3,increasing,4.0,11,False,Finance,DE,1
S002292,2026-05-20,Premium,177.0,10.0,33.3,5,4,increasing,3.0,8,False,Tech,DE,0
S002293,2026-05-17,Premium,137.0,13.0,30.1,5,8,increasing,2.0,34,False,Manufacturing,US,1
S002294,2026-05-15,Basic,35.0,15.0,50.1,1,3,increasing,2.0,17,False,Tech,DE,1
S002295,2026-05-15,Basic,29.0,,26.7,3,4,increasing,4.0,1,False,Healthcare,DE,1
S002296,2026-05-20,Basic,42.0,,16.9,1,3,stable,10.0,19,False,Education,FR,0
S002297,2026-05-14,Premium,169.0,16.0,23.0,2,7,stable,10.0,12,False,Healthcare,Other,1
S002298,2026-05-17,Basic,46.0,,31.8,3,2,increasing,0.0,23,False,Tech,US,0
S002299,2026-05-19,Basic,73.0,11.0,37.0,1,2,stable,1.0,6,False,Manufacturing,US,0
S002300,2026-05-10,Premium,137.0,20.0,41.1,1,2,stable,1.0,6,True,Healthcare,US,1
S002301,2026-05-14,Enterprise,740.0,16.0,12.8,2,4,stable,7.0,6,False,Finance,US,0
S002302,2026-05-16,Premium,,14.0,40.4,2,3,increasing,4.0,29,False,Healthcare,UK,0
S002303,2026-05-15,Basic,65.0,15.0,24.4,1,4,increasing,6.0,31,True,Manufacturing,AU,0
S002304,2026-05-13,Basic,37.0,17.0,13.9,2,7,increasing,7.0,34,False,Finance,US,0
S002305,2026-05-17,Basic,96.0,13.0,22.6,0,5,increasing,10.0,8,False,Finance,DE,1
S002306,2026-05-14,Basic,55.0,16.0,39.5,1,6,declining,10.0,32,False,Finance,US,0
S002307,2026-05-14,Premium,133.0,16.0,30.5,3,8,increasing,9.0,5,True,Tech,US,0
S002308,2026-05-18,Basic,63.0,12.0,10.5,1,7,increasing,5.0,21,True,Retail,CA,0
S002309,2026-05-21,Premium,1721.1196541409356,9.0,10.5,4,2,stable,3.0,10,True,Tech,DE,0
S002310,2026-05-13,Enterprise,669.0,17.0,10.2,3,7,declining,8.0,25,True,Finance,US,0
S002311,2026-05-09,Enterprise,722.0,21.0,16.2,0,1,declining,10.0,12,False,Finance,AU,1
S002312,2026-05-13,Basic,87.0,17.0,25.9,2,6,stable,2.0,33,False,Tech,UK,1
S002313,2026-05-12,Basic,73.0,18.0,11.5,2,3,stable,3.0,20,True,Finance,US,1
S002314,2026-05-20,Basic,46.0,10.0,19.9,0,4,stable,7.0,4,False,Healthcare,UK,0
S002315,2026-05-13,Basic,34.0,17.0,41.8,2,0,declining,7.0,16,False,Tech,DE,1
S002316,2026-05-13,Basic,91.0,17.0,44.4,1,6,increasing,2.0,26,False,Tech,US,0
S002317,2026-05-12,Basic,52.0,18.0,43.6,1,4,stable,0.0,21,False,Manufacturing,CA,0
S002318,2026-05-11,Premium,171.0,19.0,3.5,1,3,stable,9.0,21,False,Education,UK,0
S002319,2026-05-13,Basic,82.0,17.0,45.1,2,1,stable,,17,False,Finance,UK,1
S002320,2026-05-21,Enterprise,469.0,9.0,26.1,2,0,declining,3.0,26,True,Tech,CA,0
S002321,2026-05-14,Basic,75.0,16.0,25.9,3,3,declining,1.0,29,False,Tech,UK,0
S002322,2026-05-13,Basic,41.0,17.0,37.3,0,3,stable,7.0,8,True,Tech,US,1
S002323,2026-05-14,Basic,31.0,16.0,199.93451992906085,2,3,increasing,1.0,31,False,Finance,US,0
S002324,2026-05-10,Basic,46.0,20.0,2.6,1,5,declining,4.0,11,False,Education,US,0
S002325,2026-05-19,Basic,59.0,11.0,17.7,1,4,stable,3.0,4,True,Retail,US,1
S002326,2026-05-16,Enterprise,611.0,14.0,20.6,1,3,stable,6.0,34,False,Tech,US,0
S002327,2026-05-14,Basic,91.0,16.0,9.0,4,7,stable,6.0,3,True,Education,UK,1
S002328,2026-05-12,Basic,,,37.0,5,5,stable,6.0,4,True,Finance,US,1
S002329,2026-05-18,Premium,249.0,12.0,42.3,3,4,stable,9.0,24,False,Tech,US,1
S002330,2026-05-21,Basic,34.0,9.0,24.9,3,6,stable,2.0,34,True,Finance,UK,0
S002331,2026-05-12,Premium,101.0,18.0,28.6,0,2,stable,3.0,15,True,Tech,US,0
S002332,2026-05-19,Basic,34.0,11.0,24.9,0,4,declining,3.0,26,False,Manufacturing,DE,0
S002333,2026-05-14,Premium,272.0,16.0,26.2,1,7,stable,7.0,28,True,Finance,DE,0
S002334,2026-05-17,Basic,537.876921362126,13.0,38.4,1,5,stable,2.0,10,False,Healthcare,US,0
S002335,2026-05-19,Basic,80.0,11.0,3.8,0,4,stable,7.0,34,True,Finance,US,0
S002336,2026-05-20,Premium,273.0,10.0,30.8,1,6,stable,4.0,25,False,Manufacturing,UK,0
S002337,2026-05-11,Enterprise,876.0,19.0,25.1,2,5,declining,,28,False,Healthcare,US,1
S002338,2026-05-09,Basic,47.0,21.0,16.4,2,5,stable,0.0,33,False,Finance,UK,1
S002339,2026-05-15,Premium,108.0,15.0,19.0,3,5,stable,6.0,1,False,Tech,FR,0
S002340,2026-05-17,Basic,94.0,13.0,47.0,1,7,increasing,10.0,8,False,Manufacturing,DE,0
S002341,2026-05-16,Basic,96.0,14.0,9.1,3,5,increasing,8.0,1,False,Finance,US,0
S002342,2026-05-16,Basic,84.0,14.0,23.0,0,4,declining,3.0,25,False,Tech,Other,0
S002343,2026-05-18,Premium,139.0,12.0,44.6,2,5,declining,4.0,22,False,Manufacturing,US,1
S002344,2026-05-17,Basic,34.0,13.0,9.8,1,5,stable,4.0,35,False,Tech,AU,1
S002345,2026-05-07,Premium,113.0,23.0,19.5,1,2,increasing,1.0,21,True,Tech,CA,0
S002346,2026-05-17,Basic,57.0,13.0,25.5,3,3,declining,3.0,10,False,Finance,US,1
S002347,2026-05-14,Enterprise,791.0,16.0,30.0,0,3,declining,0.0,27,False,Tech,US,0
S002348,2026-05-18,Premium,227.0,12.0,24.0,1,6,stable,4.0,33,False,Finance,US,0
S002349,2026-05-17,Basic,43.0,13.0,14.3,1,2,stable,8.0,5,False,Tech,Other,0
S002350,2026-05-13,Basic,93.0,,30.4,2,4,stable,9.0,5,False,Tech,US,0
S002351,2026-05-15,Basic,92.0,15.0,23.8,3,5,declining,6.0,7,False,Tech,AU,1
S002352,2026-05-22,Enterprise,945.0,8.0,32.5,2,4,increasing,7.0,27,False,Tech,UK,0
S002353,2026-05-22,Basic,36.0,8.0,36.1,1,6,increasing,9.0,15,False,Education,UK,0
S002354,2026-05-13,Premium,224.0,17.0,7.2,4,5,declining,5.0,2,False,Healthcare,DE,1
S002355,2026-05-22,Basic,37.0,8.0,37.4,2,4,stable,6.0,34,True,Finance,US,0
S002356,2026-05-20,Premium,131.0,10.0,21.9,2,5,stable,7.0,20,False,Finance,US,0
S002357,2026-05-12,Basic,31.0,18.0,34.9,0,5,increasing,1.0,8,False,Retail,Other,1
S002358,2026-05-18,Premium,262.0,12.0,30.9,2,4,stable,5.0,2,True,Tech,US,0
S002359,2026-05-14,Enterprise,710.0,16.0,47.2,3,4,stable,5.0,21,False,Tech,Other,0
S002360,2026-05-15,Basic,94.0,15.0,25.1,2,5,stable,2.0,36,False,Healthcare,Other,1
S002361,2026-05-16,Premium,298.0,,20.2,1,6,stable,5.0,10,True,Finance,US,0
S002362,2026-05-06,Basic,93.0,24.0,18.8,2,6,declining,3.0,31,False,Retail,UK,1
S002363,2026-05-18,Basic,30.0,12.0,12.6,1,5,declining,7.0,9,True,Manufacturing,US,1
S002364,2026-05-21,Enterprise,313.0,9.0,34.7,2,4,increasing,5.0,32,False,Manufacturing,DE,0
S002365,2026-05-18,Premium,296.0,12.0,11.8,1,5,increasing,3.0,25,True,Tech,Other,0
S002366,2026-05-10,Premium,103.0,20.0,34.6,2,4,stable,8.0,34,True,Tech,AU,0
S002367,2026-05-17,Basic,90.0,13.0,22.3,1,0,stable,8.0,20,True,Tech,Other,0
S002368,2026-05-10,Basic,32.0,20.0,3.8,1,3,declining,0.0,26,False,Retail,US,1
S002369,2026-05-17,Basic,95.0,13.0,42.9,0,5,stable,6.0,7,True,Manufacturing,UK,0
S002370,2026-05-21,Premium,279.0,9.0,1.0,1,7,declining,4.0,11,True,Education,US,1
S002371,2026-05-15,Basic,54.0,15.0,24.0,3,3,stable,0.0,34,False,Tech,AU,0
S002372,2026-05-11,Basic,38.0,19.0,27.8,1,4,stable,1.0,36,False,Manufacturing,US,1
S002373,2026-05-19,Basic,65.0,11.0,1.0,2,3,stable,2.0,24,True,Finance,US,0
S002374,2026-05-12,Basic,70.0,18.0,30.3,0,8,stable,7.0,13,False,Manufacturing,US,1
S002375,2026-05-19,Basic,73.0,11.0,17.0,1,3,stable,4.0,16,False,Finance,US,0
S002376,2026-05-13,Basic,84.0,17.0,22.0,2,2,stable,2.0,32,True,Tech,US,1
S002377,2026-05-15,Enterprise,371.0,15.0,41.1,2,1,stable,9.0,28,False,Tech,US,0
S002378,2026-05-13,Premium,199.0,17.0,26.7,1,6,increasing,3.0,28,False,Education,CA,0
